#Target HV settings for run 12088 from hcal_gain_match.C on Thu Nov 18 20:35:40 2021
#
#Row Col targetHVUnlimited targetHV setHV Error
5 5 -1437.77 -1437.77 -1470.12 Good
5 6 -1433.05 -1433.05 -1454.01 Good
5 7 -1604.1 -1604.1 -1631.54 Good
5 8 -1383.8 -1383.8 -1390.8 Good
5 9 -1410.6 -1410.6 -1420.89 Good
5 10 -1459.68 -1459.68 -1467.21 Good
5 11 -1352.09 -1352.09 -1368.07 Good
6 0 -1689.5 -1689.5 -1678.08 Good
6 1 -1593.75 -1593.75 -1571.22 Good
6 2 -1555.9 -1555.9 -1535.79 Good
6 3 -1535.08 -1535.08 -1538.91 Good
6 4 -2321.79 -2321.79 -2248.57 Good
6 5 -3145.84 -3145.84 -2946.33 Good
6 6 -1516.81 -1516.81 -1541.95 Good
6 7 -1497 -1497 -1587.29 Good
6 8 -1337.1 -1337.1 -1349.71 Good
6 9 -1385.65 -1385.65 -1388.11 Good
6 10 -1337.73 -1337.73 -1358.18 Good
6 11 -1353.64 -1353.64 -1424.31 Good
7 0 -1355.97 -1355.97 -1365.88 Good
7 1 -1375.75 -1375.75 -1384.05 Good
7 2 -1411.22 -1411.22 -1416.98 Good
7 3 -1386.13 -1386.13 -1387.61 Good
7 4 -1405.64 -1405.64 -1439.83 Good
7 5 -1359.88 -1359.88 -1393.51 Good
7 6 -1256.69 -1256.69 -1306.58 Good
7 7 -1413.26 -1413.26 -1467.98 Good
7 8 -1396.49 -1396.49 -1396.59 Good
7 9 -1447 -1447 -1439.7 Good
7 10 -1405.33 -1405.33 -1411.85 Good
7 11 -1461.47 -1461.47 -1492.77 Good
8 0 -1419.76 -1419.76 -1426.71 Good
8 1 -1379.22 -1379.22 -1383.06 Big_error
8 2 -1459.91 -1459.91 -1462.57 Good
8 3 -1360.45 -1360.45 -1370.4 Good
8 4 -1668.49 -1668.49 -1673.94 Good
8 5 -1266.24 -1266.24 -1347.39 Good
8 6 -2798.52 -2798.52 -2445.77 Good
8 7 -1697.77 -1697.77 -1711.09 Good
8 8 -1339.04 -1339.04 -1351.97 Good
8 9 -1347.65 -1347.65 -1358.95 Good
8 10 -1414.73 -1414.73 -1420.31 Good
8 11 -1357.17 -1357.17 -1377.07 Good
9 0 -1621.78 -1621.78 -1585.42 Good
9 1 -1417.92 -1417.92 -1426.08 Good
9 2 -1382.32 -1382.32 -1389.08 Good
9 3 -1390.59 -1390.59 -1391.18 Good
9 4 -1408.09 -1408.09 -1417.34 Narrow
9 5 -1352.9 -1352.9 -1389.83 Good
9 6 -1422.36 -1422.36 -1464.45 Good
9 7 -1294.84 -1294.84 -1374.83 Good
9 8 -1335.24 -1335.24 -1341.58 Good
9 9 -1393.03 -1393.03 -1415.74 Good
9 10 -1353.77 -1353.77 -1368.73 Good
9 11 -1385.4 -1385.4 -1392.58 Good
10 0 -1367.24 -1367.24 -1377.82 Good
10 1 -1384.73 -1384.73 -1396.03 Narrow
10 2 -1403.28 -1403.28 -1409.53 Good
10 3 -1419.97 -1419.97 -1425.88 Good
10 4 -1257.38 -1257.38 -1284.83 Good
10 5 -1391.94 -1391.94 -1424.14 Good
10 6 -1411.69 -1411.69 -1433.83 Good
10 7 -1248.68 -1248.68 -1307.56 Good
10 8 -1343.85 -1343.85 -1353 Good
10 9 -1326.32 -1326.32 -1332.59 Good
10 10 -1466.98 -1466.98 -1473.37 Good
10 11 -1458.96 -1458.96 -1471.5 Good
11 0 -1398.34 -1398.34 -1414.73 Good
11 1 -1329.19 -1329.19 -1344.98 Good
11 2 -1398.59 -1398.59 -1408.17 Good
11 3 -1448.29 -1448.29 -1459.94 Good
11 4 -1479.27 -1479.27 -1517.04 Good
11 5 -1469.29 -1469.29 -1510.54 Good
11 6 -1529.52 -1529.52 -1558.33 Good
11 7 -1442.8 -1442.8 -1503.19 Good
11 8 -1401.59 -1401.59 -1409.49 Good
11 9 -1388.39 -1388.39 -1392.01 Good
11 10 -1384.5 -1384.5 -1389.37 Good
11 11 -1386.57 -1386.57 -1397.95 Good
12 0 -1595.69 -1595.69 -1599.45 Good
12 1 -1518.65 -1518.65 -1527.35 Good
12 2 -1472.42 -1472.42 -1482.72 Good
12 3 -1887.52 -1887.52 -1737.59 Big_error
12 4 -2673.43 -2500 -2638.1 HV_MAX
12 5 -2088.81 -2088.81 -2056.13 Good
12 6 -1790.3 -1790.3 -1805.88 Good
12 7 -1589.77 -1589.77 -1632.57 Good
12 8 -1381.66 -1381.66 -1385.67 Good
12 9 -1412.93 -1412.93 -1418.35 Good
12 10 -1418.14 -1418.14 -1428.62 Big_error
12 11 -1397.42 -1397.42 -1407.44 Good
13 0 -1420.77 -1420.77 -1424.46 Good
13 1 -1412.78 -1412.78 -1413.15 Good
13 2 -1466.06 -1466.06 -1468.03 Good
13 3 -1356.26 -1356.26 -1374.42 Good
13 4 -1514.4 -1514.4 -1598.69 Good
13 5 -1748.8 -1748.8 -1781.93 Good
13 6 -1385.32 -1385.32 -1412.86 Good
13 7 -1519.66 -1519.66 -1558.19 Good
13 8 -1393.5 -1393.5 -1400.51 Good
13 9 -1392.71 -1392.71 -1401.14 Good
13 10 -1409.02 -1409.02 -1416.79 Good
13 11 -1438.28 -1438.28 -1445.84 Good
14 0 -1490.47 -1490.47 -1499.14 Good
14 1 -1405.05 -1405.05 -1407.54 Good
14 2 -1399.11 -1399.11 -1410.56 Good
14 3 -1436.57 -1436.57 -1442.79 Good
14 4 -1622.52 -1622.52 -1633.36 Good
14 5 -1288.11 -1288.11 -1332.59 Good
14 6 -1485.17 -1485.17 -1543.13 Good
14 7 -1538.01 -1538.01 -1570.99 Good
14 8 -1397.17 -1397.17 -1405.29 Good
14 9 -1572.11 -1572.11 -1591.82 Good
14 10 -1366.6 -1366.6 -1375.91 Good
14 11 -1403.75 -1403.75 -1403.78 Good
15 0 -1368.56 -1368.56 -1377.2 Good
15 1 -1400.86 -1400.86 -1419.63 Good
15 2 -1358.24 -1358.24 -1368.31 Good
15 3 -1413.52 -1413.52 -1417.37 Good
15 4 -1445.78 -1445.78 -1488.42 Good
15 5 -1622.55 -1622.55 -1661.14 Good
15 6 -1368.51 -1368.51 -1396.42 Good
15 7 -1416.13 -1416.13 -1456.78 Good
15 8 -1443.8 -1443.8 -1448.73 Good
15 9 -1438.19 -1438.19 -1444.25 Good
15 10 -1397.32 -1397.32 -1408.51 Good
15 11 -1358.2 -1358.2 -1370.75 Good
16 0 -1396.96 -1396.96 -1413.99 Good
16 1 -1442.63 -1442.63 -1451.42 Good
16 2 -1421.13 -1421.13 -1427.39 Good
16 3 -1405.99 -1405.99 -1412.61 Good
16 4 -1816 -1816 -1866.16 Good
16 5 -1425.87 -1425.87 -1427.94 Good
16 6 -1832.94 -1832.94 -1833.61 Good
16 7 -1854.88 -1854.88 -1906.09 Good
16 8 -1334.71 -1334.71 -1351.33 Good
16 9 -1386 -1386 -1408.49 Good
16 10 -1362.81 -1362.81 -1373.04 Good
16 11 -1585.44 -1585.44 -1578.09 Good
17 0 -1409.17 -1409.17 -1421.55 Good
17 1 -1429.69 -1429.69 -1444.62 Good
17 2 -1395.47 -1395.47 -1403.06 Good
17 3 -1493.73 -1493.73 -1492.56 Good
17 4 -1394.06 -1394.06 -1448.11 Good
17 5 -1364.13 -1364.13 -1374.3 Good
17 6 -1312.41 -1312.41 -1342.4 Good
17 7 -1694.45 -1694.45 -1718.54 Good
17 8 -1337.13 -1337.13 -1348.36 Good
17 9 -1392.48 -1392.48 -1397.1 Good
17 10 -1360.99 -1360.99 -1366.26 Good
17 11 -1419.17 -1419.17 -1433.75 Good
18 0 -1366.45 -1366.45 -1377.01 Good
18 1 -1586.17 -1586.17 -1568.46 Big_error
18 2 -1358.32 -1358.32 -1363.58 Good
18 3 -1387.84 -1387.84 -1399.44 Good
18 4 -1420.21 -1420.21 -1421.82 Good
18 5 -1475.76 -1475.76 -1531.12 Good
18 6 -1283.36 -1283.36 -1350.93 Good
18 7 -1439.84 -1439.84 -1457.79 Good
18 8 -1271.51 -1271.51 -1283.29 Good
18 9 -1372.66 -1372.66 -1385.18 Good
18 10 -1373.26 -1373.26 -1382.95 Good
18 11 -1426.04 -1426.04 -1430.48 Good
19 0 -1370.97 -1370.97 -1385.34 Good
19 1 -1347.06 -1347.06 -1349.78 Good
19 2 -1404.29 -1404.29 -1409.4 Good
19 3 -1395.11 -1395.11 -1406.42 Good
19 4 -2031.95 -2031.95 -1911.92 Good
19 5 -1538.3 -1538.3 -1548.19 Good
19 6 -1509.66 -1509.66 -1541.67 Good
19 7 -1737.78 -1737.78 -1803.65 Good
19 8 -1401.75 -1401.75 -1407.29 Good
19 9 -1396.65 -1396.65 -1396.02 Good
19 10 -1412.65 -1412.65 -1413.15 Good
19 11 -1433.9 -1433.9 -1431.78 Good
20 0 -1471.2 -1471.2 -1478.87 Good
20 1 -1420.55 -1420.55 -1422.7 Good
20 2 -1700.26 -1700.26 -1724.74 Good
20 3 -1451.72 -1451.72 -1454.17 Good
20 4 -1597.58 -1597.58 -1642.07 Good
20 5 -1257.17 -1257.17 -1290.34 Good
20 6 -1649.78 -1649.78 -1675.27 Good
20 7 -1668.67 -1668.67 -1691.4 Good
20 8 -1369.26 -1369.26 -1376.48 Good
20 9 -1360.27 -1360.27 -1380.48 Good
20 10 -1362.9 -1362.9 -1381.88 Good
20 11 -1423.35 -1423.35 -1425.18 Good
21 0 -1501.44 -1501.44 -1504.58 Good
21 1 -1355.71 -1355.71 -1373.29 Good
21 2 -1331.18 -1331.18 -1336.06 Good
21 3 -1352.69 -1352.69 -1356.28 Good
21 4 -1462.04 -1462.04 -1480.69 Good
21 5 -1279.25 -1279.25 -1281.35 Good
21 6 -1265.48 -1265.48 -1284.48 Good
21 7 -1380.17 -1380.17 -1423.63 Good
21 8 -1363.91 -1363.91 -1373.6 Good
21 9 -1295.9 -1295.9 -1320.63 Good
21 10 -1344.47 -1344.47 -1359.39 Narrow
21 11 -1256.08 -1256.08 -1288.63 Good
22 0 -1529.66 -1529.66 -1530.82 Good
22 1 -1366.33 -1366.33 -1370.4 Narrow
22 2 -1361.14 -1361.14 -1365.55 Good
22 3 -1350.18 -1350.18 -1358.95 Good
22 4 -1388.94 -1388.94 -1441.63 Good
22 5 -1222.41 -1222.41 -1241.06 Good
22 6 -1683.99 -1683.99 -1697.1 Good
22 7 -1615.33 -1615.33 -1641.3 Good
22 8 -1341.55 -1341.55 -1346.71 Narrow
22 9 -1334.23 -1334.23 -1345.62 Good
22 10 -1401.85 -1401.85 -1405.32 Good
22 11 -1340.22 -1340.22 -1348.43 Good
23 0 -1351.12 -1351.12 -1370.75 Good
23 1 -1469.45 -1469.45 -1475.62 Good
23 2 -1408.85 -1408.85 -1419 Good
23 3 -1395.17 -1395.17 -1409.5 Good
23 4 -1496.7 -1496.7 -1513.4 Good
23 5 -1255.55 -1255.55 -1302.48 Good
23 6 -1642.37 -1642.37 -1648.82 Good
23 7 -2103.77 -2103.77 -2108.43 Good
23 8 -1403.64 -1403.64 -1407.27 Good
23 9 -1390.56 -1390.56 -1395.47 Good
23 10 -1391.11 -1391.11 -1398.39 Good
23 11 -1435.12 -1435.12 -1436.15 Good
